id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,'Wifes_now_working\%3F',Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
4278,36.782198,3,4,8.438382,1,1,1,4,0,1
4279,36.02034,4,4,3.576268,1,1,1,4,0,2
4280,45.822852,2,3,8.901987,1,1,3,4,0,1
4281,47.195101,4,4,7.937653,0,0,3,4,0,2
4282,36.567255,2,2,2,1,0,3,1,1,1
4283,37.278548,3,3,5.936443,1,1,2,4,0,1
4284,37.239936,4,4,4.497189,1,0,1,4,0,2
4285,32.9788,3,3,2,1,1,2,4,0,3
4286,39.586738,3,2,3.74175,1,1,1,4,0,3
4287,42.515316,1,4,3,1,1,3,4,1,1
4288,24.465698,4,4,0.921129,1,1,3,1,0,1
4289,36.301078,4,4,3,1,1,3,4,0,2
4290,40.121263,3,3,4.61648,0,1,2,3,0,3
4291,41.07753,3,3,6.347267,1,1,2,3,0,2
4292,41.642102,1,2,10.252777,1,1,3,3,0,3
4293,21.224924,4,4,0.532737,1,1,2,4,0,3
4294,23.667302,1,4,0.255972,1,1,3,4,0,1
4295,39.051991,3,3,3,1,0,1,4,0,2
4296,28.397385,2,3,3,1,1,3,3,0,3
4297,38.474201,4,4,3,1,0,3,3,0,3
4298,21.683422,4,4,4.576805,0,0,2,3,0,3
4299,42.752971,3,2,4.568651,1,0,2,3,0,3
4300,25.90923,2,4,2,1,1,2,4,0,3
4301,34.963216,3,4,5.322747,1,1,1,4,0,2
4302,30.441099,2,2,2,1,0,2,3,0,1
4303,43.333313,3,3,3,0,1,2,3,0,2
4304,26.857693,3,3,1.217918,1,1,3,4,0,1
4305,27.095886,4,3,2,1,1,3,2,0,2
4306,39.115314,4,4,0.232673,1,0,2,4,0,2
4307,24.037648,3,2,1.308961,1,1,1,3,0,3
4308,26.998165,1,4,3,1,1,3,3,1,1
4309,39.060436,2,4,5.319337,1,0,3,4,0,3
4310,28.042005,4,4,0.578829,1,1,1,4,0,2
4311,46.044604,3,3,4.448151,1,1,3,4,0,2
4312,34.718661,3,4,4.588404,1,1,1,4,0,3
4313,29.301475,1,1,0.767642,1,1,3,2,1,1
4314,22.323675,2,2,1.211313,1,1,3,2,0,1
4315,36.053815,3,3,7.692053,1,1,3,4,0,1
4316,48.457481,3,3,1.535923,1,0,3,3,0,1
4317,45.613924,2,4,2,1,1,3,4,0,3
4318,20.681001,4,4,2,1,1,3,3,0,3
4319,31.534143,2,4,0.765778,1,1,1,4,0,1
4320,29.799778,3,4,0.782217,0,1,3,3,0,1
4321,29.384896,3,4,0.652732,1,1,2,4,0,1
4322,31.303366,3,4,4.907039,1,1,1,4,0,3
4323,29.627112,3,4,3,1,1,1,3,0,2
4324,25.59093,4,4,2,1,1,1,4,0,2
4325,27.895308,3,4,2,1,0,1,4,0,3
4326,23.412749,1,2,4.229399,1,1,3,3,0,1
4327,26.551981,2,2,1.638968,1,1,3,1,1,1
4328,42.087131,3,4,9.192444,1,0,3,4,0,1
4329,26.497633,4,4,3,1,1,1,3,0,3
4330,16.849444,3,4,1.558983,0,1,1,4,0,1
4331,26.666513,1,4,3,1,1,2,1,0,1
4332,31.706844,4,4,2,1,0,1,4,0,2
4333,35.370311,1,4,0.919518,1,0,1,3,1,1
4334,26.119938,4,4,7.337842,1,1,2,4,0,3
4335,37.553745,4,4,0.173101,1,1,2,4,0,2
4336,23.996476,3,4,0.615786,0,1,1,3,0,2
4337,30.314601,2,3,2,1,1,3,3,0,1
4338,39.708846,4,4,3.995424,1,0,2,3,0,2
4339,39.994991,4,4,5.196401,1,1,3,4,0,3
4340,30.585196,4,4,1.037245,1,1,1,3,0,1
4341,46.782306,4,4,3,1,1,1,3,0,1
4342,37.457465,4,4,4.745139,0,0,1,3,0,2
4343,21.148065,2,2,3,1,1,2,2,0,3
4344,45.169289,2,1,4.355283,0,1,3,1,0,2
4345,37.381786,2,2,5.503015,1,1,1,2,0,3
4346,26.386358,2,3,3,1,1,2,3,0,3
4347,26.8149,4,4,2,1,1,3,4,0,1
4348,43.465189,3,3,2,1,1,4,3,0,1
4349,25.672516,3,4,0.954492,1,1,3,4,0,1
4350,19.923647,2,3,3,1,1,2,4,0,3
4351,18.117035,4,4,0.646209,1,1,1,4,0,2
4352,22.910715,3,4,0.967511,0,0,3,3,0,1
4353,27.455005,4,4,3,0,1,1,3,0,3
4354,20.738845,4,4,3,0,1,2,3,0,3
4355,22.075682,4,4,2,0,1,2,4,0,3
4356,28.846569,1,2,2,0,1,3,2,0,1
4357,30.558445,3,4,3,1,1,3,2,0,2
4358,30.185975,3,3,4.523786,1,0,3,3,0,1
4359,29.172375,4,4,2,1,1,2,4,0,2
4360,37.802113,4,4,3,1,1,3,4,0,3
4361,35.687376,1,4,0.009457,1,1,1,4,0,1
4362,24.715841,4,4,0.234377,1,0,1,2,0,3
4363,46.721312,2,1,4.569242,1,1,3,3,0,3
4364,27.000808,3,4,2,1,1,3,4,0,3
4365,26.246866,4,4,3,1,0,3,4,0,3
4366,45.754871,2,3,3,1,0,2,3,0,1
4367,46.258539,3,2,4.025163,1,0,2,4,0,1
4368,35.860798,2,3,4.509161,1,1,3,4,0,3
4369,38.345895,4,4,2,0,0,3,3,0,2
4370,33.834819,4,4,8.230286,1,1,1,3,0,2
4371,33.633396,4,4,3,0,0,3,4,0,2
4372,27.014855,1,4,0.268374,1,1,1,3,1,1
4373,37.647894,4,4,3,1,1,1,3,0,2
4374,27.175545,4,4,4.742063,1,0,2,4,0,3
4375,21.225117,3,2,3,1,1,2,4,0,1
4376,21.12594,3,4,2,1,1,3,2,0,1
4377,27.254255,3,3,4.65438,1,0,3,3,0,3
4378,29.437608,2,3,4.410647,1,1,1,4,0,3
4379,37.70016,4,4,3.935882,1,1,1,4,0,3
4380,19.033553,2,2,3,1,1,2,2,0,3
4381,37.139362,4,4,4.900925,1,0,1,4,0,1
4382,26.718408,4,4,1.143559,0,1,1,4,0,1
4383,22.642378,2,3,0.873626,1,1,3,3,1,1
4384,21.606904,2,3,3,1,0,3,3,0,3
4385,27.068484,1,2,3,1,1,2,4,0,3
4386,34.498441,4,4,7.664615,1,1,3,4,0,3
4387,38.74786,3,4,3,0,0,3,4,0,3
4388,46.110042,4,4,4.499346,1,1,1,2,0,1
4389,40.448754,4,4,3,1,1,3,3,0,1
4390,39.031799,4,4,5.226623,1,0,2,3,0,1
4391,32.67274,3,3,3,1,1,2,2,0,3
4392,43.004588,3,2,3,1,1,3,2,0,3
4393,34.81368,2,3,8.689686,1,1,3,4,1,1
4394,26.873449,4,4,2,0,1,1,3,0,2
4395,43.481134,4,4,3,1,0,1,4,0,2
4396,32.025963,4,4,2,1,1,2,3,0,2
4397,46.401134,2,3,2.095812,1,1,3,3,0,1
4398,38.632305,4,4,0.456669,1,0,1,3,0,1
4399,36.183369,2,1,4.601943,1,1,3,2,0,3
4400,38.390968,4,4,3,1,0,3,4,0,2
4401,40.21012,3,4,8.827906,0,1,2,4,0,2
4402,22.833295,4,4,3,1,1,1,4,0,3
4403,35.065643,3,4,3,1,1,1,3,0,3
4404,48.104557,1,2,0.34233,1,1,2,1,1,1
4405,37.797164,4,4,4.675672,1,1,3,4,0,3
4406,30.574105,3,2,3,1,0,4,2,0,1
4407,26.424628,1,1,0.065351,1,1,2,2,0,1
4408,40.165709,4,4,3,0,1,1,2,0,2
4409,29.337301,4,4,3,1,1,1,3,0,2
4410,46.588186,4,4,7.943088,1,0,3,4,0,3
4411,46.306007,4,4,6.476785,1,0,2,4,0,1
4412,26.962602,4,4,0.409378,1,1,4,3,0,2
4413,20.832797,1,3,0.497824,1,0,2,3,0,1
4414,44.395154,4,4,9.41257,1,0,1,4,0,1
4415,22.752401,4,4,3,0,0,1,4,0,3
4416,22.55096,2,3,3,1,1,3,1,0,3
4417,24.103504,2,2,2,1,1,2,1,0,3
4418,25.331254,4,4,10.987576,1,1,1,3,0,3
4419,31.014668,3,3,0.946502,1,0,2,2,0,1
4420,32.641887,4,4,4.728033,1,0,2,3,0,3
4421,37.786306,4,4,3,1,1,3,4,0,2
4422,36.846474,4,4,6.27942,1,1,1,4,0,3
4423,20.848886,4,4,0.54834,1,1,1,4,0,3
4424,30.069589,4,4,4.263416,1,1,1,3,0,1
4425,29.332838,4,4,3,0,1,2,4,0,3
4426,21.375235,2,4,0.351284,1,1,1,4,0,1
4427,27.173523,3,4,-0.300764,1,1,3,4,0,1
4428,38.559765,2,4,4.303399,1,1,3,2,0,3
4429,47.519948,4,4,4.550329,0,1,1,4,0,2
4430,44.571979,2,3,4.263782,1,0,3,1,0,1
4431,23.181975,4,3,3,1,1,2,4,0,3
4432,25.782023,3,4,1.324336,1,0,2,4,0,1
4433,22.26375,4,4,0.052227,1,0,1,4,0,2
4434,29.493624,4,4,4.052117,1,0,1,1,0,1
4435,37.490199,2,4,7.920926,1,0,2,4,0,3
4436,36.543276,3,4,-0.169995,1,1,1,3,0,1
4437,19.879076,1,1,3,1,1,3,1,1,1
4438,31.099421,4,3,4.858394,1,1,3,3,0,3
4439,21.156687,2,2,0.391169,1,1,2,1,0,3
4440,25.845485,4,4,2,1,1,3,4,0,2
4441,22.589261,1,4,0.89567,1,1,1,2,0,1
4442,30.508634,2,4,4.472745,1,1,1,4,0,2
4443,45.61804,2,4,7.493234,1,1,1,4,0,1
4444,39.38146,4,4,3,1,1,3,3,0,2
4445,26.748929,3,4,2,1,1,1,4,0,1
4446,38.949608,4,3,3,1,0,3,2,0,3
4447,29.804371,2,4,4.901393,1,1,1,2,0,3
4448,45.023661,3,4,8.037361,1,1,3,2,0,1
4449,19.916571,2,4,0.527731,1,0,1,4,0,3
4450,45.935788,2,2,4.785815,1,1,2,2,0,1
4451,23.108563,4,4,0.454043,1,1,1,4,0,3
4452,24.722474,1,2,2,1,1,2,2,0,3
4453,26.406614,4,4,0.541676,1,1,1,4,0,2
4454,19.010598,3,3,1.710081,1,1,2,2,0,1
4455,42.310151,4,4,4.840779,1,1,1,4,0,3
4456,25.471939,4,4,4.038651,1,0,3,4,0,3
4457,26.400684,3,4,2,1,1,2,1,0,1
4458,20.944233,3,3,0.674733,1,1,3,3,0,3
4459,27.710086,3,3,1.084137,1,1,3,4,0,1
4460,24.496224,3,4,0.710334,1,0,3,4,0,3
4461,29.448837,4,4,3,1,1,1,4,0,3
4462,25.469144,2,2,2,1,0,2,2,0,1
4463,25.520908,4,4,0.885559,1,0,2,3,0,1
4464,48.110763,4,4,4.677657,1,1,2,4,0,1
4465,33.288984,4,4,2,0,1,1,4,0,3
4466,20.478176,4,4,2,0,0,3,4,0,1
4467,22.030861,2,3,1.005366,1,1,3,4,0,3
4468,48.478149,4,4,4.552449,1,1,3,3,0,1
4469,37.450093,4,4,4.141153,1,0,2,4,0,2
4470,29.35372,4,4,3,1,1,1,3,0,2
4471,43.303977,4,4,4.569562,1,0,2,4,0,1
4472,29.932363,2,2,3,1,1,2,3,0,2
4473,40.552054,3,4,3.901753,1,1,2,3,0,1
4474,41.454044,4,4,3,0,1,3,2,0,2
4475,45.88332,4,3,7.650212,1,1,3,3,0,3
4476,46.918612,3,3,4.29026,1,0,2,4,0,1
4477,30.51844,4,4,4.268858,0,1,3,3,0,2
4478,49.886368,4,4,5.111485,1,1,3,4,0,3
4479,19.74178,3,3,0.009933,1,1,3,2,0,3
4480,22.026617,2,2,2,1,1,3,4,0,2
4481,28.580649,1,1,3.711726,1,1,2,1,0,1
4482,42.580964,4,4,4.261938,1,1,1,4,0,2
4483,36.673069,4,4,8.485343,1,0,3,3,0,1
4484,19.733352,4,4,1.403182,0,1,1,3,0,2
4485,31.955959,4,4,2,0,1,3,3,0,2
4486,21.052724,3,4,0.307301,0,1,3,4,0,2
4487,23.543413,1,3,2,1,1,3,1,0,3
4488,30.512407,4,3,3,1,1,3,4,0,3
4489,31.486544,4,4,0.329093,1,1,1,4,0,2
4490,37.189009,2,4,4.925116,1,0,2,3,0,2
4491,20.869323,3,3,4.229468,1,1,2,4,0,3
4492,18.762554,2,2,0.197989,1,0,3,1,0,1
4493,26.010249,3,4,0.408403,1,1,2,3,0,1
4494,23.980169,3,3,3,1,1,3,2,0,3
4495,21.84218,4,4,0.657403,1,1,3,1,0,1
4496,25.542947,4,3,0.649809,1,1,1,3,0,2
4497,25.932777,4,4,3,1,1,2,4,0,3
4498,43.959257,2,1,2,1,1,2,4,0,1
4499,24.035376,2,2,0.55791,1,1,3,3,0,3
4500,29.983536,4,4,3,0,1,2,4,0,3
4501,26.389246,2,2,0.227797,1,1,3,3,0,3
4502,26.993826,3,3,2,1,0,2,1,0,3
4503,26.222243,2,4,0.646253,1,1,3,4,0,1
4504,46.141651,4,2,4.480101,1,0,2,1,0,1
4505,30.944044,1,2,2,1,1,2,3,0,1
4506,22.776924,2,3,0.049467,1,1,3,4,1,1
4507,36.422153,3,4,4.627472,1,1,2,3,0,2
4508,48.306554,1,3,6.961147,1,1,3,1,1,1
4509,26.527451,2,2,3,1,0,2,1,1,1
4510,25.785672,3,4,0.28479,1,0,2,3,0,1
4511,45.152986,4,4,6.493328,1,1,1,3,0,1
4512,25.845047,4,4,1.119037,1,1,3,3,0,3
4513,34.253346,2,2,10.286811,1,0,2,2,0,1
4514,27.267009,4,4,2,1,0,3,4,0,3
4515,41.265314,3,4,3,1,1,2,4,0,2
4516,25.089252,3,2,2,1,1,2,2,0,1
4517,35.797128,1,3,0.882375,1,1,2,4,0,1
4518,30.516293,4,4,4.244953,1,0,3,3,0,1
4519,37.301983,4,4,4.7895,0,0,3,4,0,2
4520,46.100778,4,4,3,1,0,1,4,0,1
4521,20.718628,3,3,1.38992,1,0,3,2,0,1
4522,32.297601,4,4,2,0,0,1,4,0,3
4523,23.3666,2,3,0.780393,0,1,4,4,0,1
4524,29.041856,3,3,5.02549,1,0,2,3,0,2
4525,34.814758,1,2,4.7594,1,1,3,3,1,3
4526,31.02306,3,4,3,1,1,1,3,0,2
4527,34.861843,1,2,9.676868,0,1,2,4,1,1
4528,26.830702,3,4,3.998165,1,1,3,3,0,1
4529,27.37323,3,4,2,1,0,3,3,0,3
4530,36.074371,4,4,3,0,1,3,3,0,1
4531,39.501569,3,3,0.145471,1,0,1,4,0,1
4532,32.450516,4,4,4.854448,1,1,1,4,0,3
4533,31.446933,4,4,2,1,1,1,2,0,2
4534,27.542189,3,2,5.357987,1,0,3,2,0,1
4535,46.554358,4,4,8.321202,0,0,2,4,0,1
4536,37.106958,3,4,4.42456,1,1,3,3,0,1
4537,30.864714,4,3,5.096899,1,1,3,4,0,3
4538,45.574262,4,3,6.01366,1,1,3,3,0,3
4539,26.602432,4,4,1.119599,1,1,3,3,0,1
4540,45.176996,2,2,3.956139,1,0,3,2,0,2
4541,38.238844,4,4,1.532049,0,1,3,3,0,2
4542,38.460312,3,3,4.185635,1,1,2,3,0,2
4543,28.119769,3,2,3,0,1,3,3,0,3
4544,43.292063,3,4,5.048297,1,1,1,4,0,3
4545,24.409481,3,4,0.814364,1,0,1,4,0,3
4546,20.379566,3,3,0.687777,1,1,1,4,0,1
4547,26.090632,4,4,3,0,0,3,3,0,2
4548,33.512975,3,4,3,1,0,1,4,0,3
4549,46.971216,3,4,0.490639,1,1,3,4,0,1
4550,21.450371,4,3,1.015606,1,0,2,1,0,2
4551,35.267523,3,4,8.359859,1,1,2,2,0,1
4552,30.197723,4,4,4.44638,0,1,1,4,0,2
4553,32.240419,2,4,2,1,1,3,4,0,1
4554,42.077502,4,4,6.119283,1,0,1,4,0,1
4555,32.537243,4,4,3,1,1,2,3,0,3
4556,30.757203,4,3,6.708385,0,1,2,4,0,3
4557,31.593435,4,4,4.700225,1,1,1,4,0,3
4558,36.259366,4,4,4.087951,1,1,3,3,0,2
4559,27.599451,3,4,1.247525,1,0,1,4,0,1
4560,26.485835,3,4,3,1,1,1,3,0,1
4561,19.192678,4,4,1.432492,1,1,2,2,0,1
4562,25.776597,3,4,1.366321,1,1,1,4,0,3
4563,27.335029,4,4,2,1,1,2,4,0,3
4564,20.03913,4,4,1.260976,1,1,1,4,0,2
4565,37.091577,4,3,3,0,1,2,4,0,2
4566,37.186571,2,2,2,1,0,2,1,0,1
4567,37.379534,4,3,4.649341,0,1,2,3,0,3
4568,29.393314,2,3,2,1,1,3,3,0,1
4569,32.143485,4,4,6.686544,1,0,3,3,0,1
4570,31.521494,4,4,3,1,1,3,4,0,3
4571,30.505589,2,3,0.216889,1,1,2,4,1,1
4572,39.31692,2,2,4.737145,1,0,3,2,0,3
4573,26.315511,4,4,2,1,1,2,2,0,3
4574,36.348635,4,4,3,1,1,1,3,0,2
4575,49.96876,3,2,3,0,0,3,4,0,1
4576,50.525427,3,3,7.01041,1,1,3,3,0,3
4577,26.060969,3,4,4.895256,1,0,3,4,0,3
4578,34.682976,4,4,4.073468,1,0,3,4,0,2
4579,43.882807,3,4,5.056385,1,1,3,4,0,2
4580,32.617499,3,4,2,1,1,1,4,0,2
4581,20.204871,4,4,-0.22772,1,1,2,4,0,3
4582,23.230671,4,4,2,0,0,1,4,0,3
4583,19.86355,3,3,2,1,0,3,4,0,2
4584,38.775569,2,2,4.366703,1,0,2,4,0,2
4585,44.151656,3,4,7.083831,1,0,3,3,0,1
4586,33.493323,3,3,1.022154,1,1,3,4,0,1
4587,28.201364,2,4,0.925701,1,1,1,4,0,2
4588,27.09861,2,3,0.895141,0,1,3,4,0,1
4589,21.222065,4,4,0.885183,1,0,2,3,0,1
4590,21.9752,4,4,0.350974,0,1,2,2,0,3
4591,21.797951,2,3,2,1,1,3,3,0,3
4592,24.005458,4,4,0.824665,1,1,3,4,0,2
4593,46.017727,4,4,0.801751,1,1,2,4,0,1
4594,42.530595,4,4,3,1,1,3,3,0,3
4595,22.890065,3,3,0.703745,0,1,2,4,0,1
4596,20.705151,4,4,3,1,1,3,4,0,3
4597,45.36133,2,2,7.416749,1,1,4,2,0,2
4598,47.426909,2,3,6.564361,1,0,3,4,0,2
4599,40.779147,4,4,7.347367,0,1,1,4,0,2
4600,29.555109,4,4,3.600923,1,1,1,4,0,2
4601,27.263659,1,1,2,1,0,3,2,1,1
4602,21.853106,2,3,3,1,1,2,3,0,3
4603,46.367376,1,2,0.962794,1,0,3,1,0,1
4604,20.320928,2,2,1.207418,1,1,3,2,0,2
4605,27.530129,2,4,3,1,1,2,4,0,3
4606,43.693582,2,3,5.318694,1,1,3,3,1,1
4607,27.634524,2,2,3,1,1,2,2,1,1
4608,41.401699,1,2,3,1,1,3,4,0,1
4609,46.96023,4,4,4.566483,1,1,3,4,0,2
4610,45.571703,2,4,4.990265,1,1,2,2,1,3
4611,27.057429,3,4,0.215783,0,1,1,3,0,2
4612,23.285109,3,3,2,1,1,2,1,0,1
4613,36.289078,4,4,6.387338,1,1,1,4,0,2
4614,32.355374,4,4,4.682822,1,1,1,4,0,2
4615,20.135682,2,4,2,1,1,3,3,0,1
4616,45.63033,1,3,5.234986,1,1,2,3,1,1
4617,20.973433,1,1,0.717943,1,1,2,1,1,1
4618,36.125295,2,1,8.854876,0,1,3,4,0,2
4619,21.295989,4,4,1.381344,1,1,2,3,0,2
4620,23.554425,2,3,0.933169,1,1,1,2,0,1
4621,40.626174,1,2,2,1,1,3,2,0,1
4622,42.430144,1,1,6.222819,1,1,3,3,1,1
4623,23.238602,3,4,1.460669,1,1,1,4,0,1
4624,18.750825,2,4,2,1,1,1,3,0,1
4625,39.152689,3,3,4.375752,1,1,3,3,0,1
4626,27.396269,1,3,3,1,0,3,1,0,3
4627,37.700448,2,4,3,0,1,1,4,0,3
4628,27.060508,4,4,3,1,1,3,3,0,3
4629,26.300097,4,4,3,1,1,3,4,0,3
4630,47.910195,2,4,2,0,0,2,3,0,1
4631,27.014654,1,3,1.57151,1,0,2,1,1,1
4632,25.663521,2,3,0.591405,1,0,2,2,0,1
4633,34.321003,1,2,3,1,1,3,3,1,3
4634,37.36679,4,4,5.243579,1,1,1,2,0,2
4635,36.650963,1,3,2,1,0,2,1,0,3
4636,40.740655,4,4,6.486991,1,1,1,4,0,1
4637,37.710188,3,2,4.589499,1,1,2,4,0,3
4638,43.34383,1,1,10.663346,1,0,2,3,1,1
4639,26.771208,1,1,0.942586,1,1,2,2,0,1
4640,31.801396,4,4,5.214227,1,1,1,3,0,1
4641,42.640885,2,4,2,0,1,2,4,0,1
4642,29.555214,3,4,4.274838,1,0,1,3,0,3
4643,43.593173,4,4,8.154417,1,0,1,3,0,2
4644,27.924801,4,4,2,1,1,1,1,0,1
4645,43.021257,2,2,-0.218214,1,0,3,4,0,1
4646,45.754017,3,4,8.153826,1,1,1,3,0,1
4647,36.554092,3,2,3.920001,1,0,2,2,0,1
4648,31.48009,4,4,0.134748,1,1,1,4,0,1
4649,43.232766,4,4,9.496009,1,0,1,3,0,1
4650,39.271549,1,3,2,1,1,3,3,0,1
4651,38.390779,4,4,3,1,1,1,4,0,2
4652,35.784634,4,4,2,1,1,2,2,0,1
4653,25.772503,1,2,0.561591,1,1,2,1,0,3
4654,41.153403,2,4,8.26156,1,1,1,3,0,1
4655,18.991955,1,2,0.369739,1,1,2,2,0,1
4656,29.932872,4,4,4.302283,1,1,1,2,0,3
4657,28.626458,3,4,4.874002,1,0,1,4,0,2
4658,30.436484,4,4,3,1,1,1,4,0,3
4659,22.142803,4,4,1.12052,0,1,2,4,0,3
4660,26.372288,3,4,2,1,0,1,3,0,3
4661,38.375485,2,2,5.068899,1,0,3,2,0,3
4662,36.434494,3,4,3,1,1,1,4,0,1
4663,37.436794,4,4,2,1,1,1,3,0,1
4664,39.529867,4,4,2,1,0,1,3,0,1
4665,29.192723,4,3,4.400424,1,1,1,2,0,3
4666,42.600954,2,2,2,1,0,3,1,0,1
4667,43.891233,3,3,6.852769,1,1,3,1,0,1
4668,48.581667,4,4,0.946583,1,0,3,3,0,1
4669,22.449487,4,4,3,0,1,2,4,0,2
4670,28.822004,4,4,4.874847,1,1,1,4,0,2
4671,43.554549,3,3,4.351874,1,1,3,2,0,2
4672,43.285548,4,4,6.431593,1,1,1,3,0,3
4673,33.68673,4,4,8.314116,1,1,1,4,0,2
4674,26.567212,4,4,2,0,1,1,1,0,2
4675,22.718531,4,4,1.561402,1,0,2,3,0,1
4676,46.4868,4,4,0.790009,0,1,3,2,0,1
4677,22.587974,4,4,2,0,1,1,1,0,1
4678,36.659529,4,4,3,0,1,3,4,0,2
4679,29.705801,4,4,3,1,1,1,3,0,2
4680,28.370323,3,4,1.127718,1,0,1,4,0,2
4681,38.973977,4,3,6.886376,1,1,2,1,0,3
4682,21.69288,4,4,0.428403,1,1,1,3,0,2
4683,47.63696,3,3,2,1,1,3,2,1,1
4684,36.362804,3,4,4.318757,1,0,1,2,0,2
4685,20.065085,4,4,0.280046,1,1,3,3,0,1
4686,23.662106,4,4,3,1,1,1,4,0,3
4687,25.470185,2,3,0.50887,1,0,1,3,0,1
4688,35.079926,4,4,2,1,0,1,3,0,2
4689,25.357398,3,4,-0.287488,1,1,3,4,0,1
4690,19.754351,4,4,3,0,1,3,4,0,3
4691,21.275899,4,4,1.181234,1,1,4,3,0,1
4692,27.030402,2,2,2,1,1,3,3,0,2
4693,47.191653,4,4,4.758734,1,1,1,2,0,1
4694,36.608389,1,3,4.379997,1,0,2,1,1,1
4695,32.345859,4,4,3.275493,1,0,4,3,0,3
4696,51.653166,3,3,3.668579,1,0,2,2,0,2
4697,41.581241,2,4,4.377816,1,1,3,4,0,3
4698,26.170588,4,4,2,1,0,3,4,0,2
4699,46.691491,4,4,8.060896,1,1,3,4,0,1
4700,32.154546,4,4,3,1,1,2,4,0,2
4701,36.697553,1,2,3.583382,1,1,3,3,1,3
4702,30.413937,4,4,4.259168,0,1,1,4,0,1
4703,40.074531,2,3,0.292348,1,0,3,3,0,1
4704,40.874319,2,4,9.460137,1,0,3,4,0,1
4705,23.099812,3,4,0.897217,1,1,1,4,0,3
4706,20.575039,2,2,0.978208,1,1,2,3,0,3
4707,37.065359,2,2,4.823272,1,1,2,4,0,3
4708,39.666376,4,4,4.718421,1,1,3,4,0,2
4709,24.551493,2,2,4.251676,1,1,3,4,0,3
4710,32.066821,1,2,3.796431,1,1,3,4,0,3
4711,43.855702,2,2,0.25798,1,1,4,3,0,1
4712,31.93476,4,4,2,1,1,1,3,0,3
4713,21.818479,4,4,0.846096,1,1,3,3,0,2
4714,35.319759,4,4,4.752117,1,0,1,4,0,2
4715,46.397177,1,3,6.09195,1,1,2,2,0,3
4716,36.066071,2,2,4.446078,1,1,3,4,0,3
4717,44.687669,2,4,5.650606,1,1,1,4,0,2
4718,30.255674,4,4,4.109,1,1,3,4,0,3
4719,25.500827,4,4,0.890969,0,1,3,3,0,1
4720,25.123282,3,3,3,0,1,2,4,0,1
4721,26.660997,4,4,8.819089,1,1,1,4,0,2
4722,38.371096,4,4,3,1,1,1,4,0,2
4723,21.166964,2,3,1.188723,1,0,3,3,0,3
4724,26.190222,3,4,3,1,1,1,3,0,3
4725,39.86897,4,4,7.470162,1,0,1,3,0,1
4726,21.762248,4,4,0.540099,1,1,1,3,0,3
4727,26.860302,3,4,3,1,1,1,4,0,3
4728,31.433057,4,4,2,1,1,1,2,0,2
4729,23.515301,3,4,2,1,1,1,4,0,3
4730,24.706241,3,4,2,1,1,1,4,0,3
4731,30.59069,4,4,12.797214,1,1,3,3,0,2
4732,31.411218,2,3,4.705843,1,1,1,4,0,1
4733,26.380201,4,4,0.339742,1,1,2,3,0,3
4734,36.431648,3,3,2,1,1,2,3,0,1
4735,35.141757,3,4,2,1,1,1,3,0,2
4736,31.721724,3,4,4.257079,1,1,2,3,0,3
4737,26.801831,4,4,3,1,1,1,4,0,2
4738,25.633405,4,4,8.636348,1,1,3,4,0,3
4739,30.422457,4,4,0.824222,1,1,1,4,0,3
4740,39.627196,3,4,3.927409,1,1,1,3,0,1
4741,36.744368,2,3,3,1,1,2,3,0,3
4742,19.653225,3,2,2,0,1,1,1,0,1
4743,30.050521,3,4,2,1,1,1,4,0,3
4744,38.435797,4,4,5.002907,0,1,3,3,0,1
4745,21.747427,3,3,2,0,0,3,4,0,3
4746,31.213483,3,4,3,1,1,1,4,0,3
4747,31.093261,3,4,4.164425,1,0,3,4,0,1
4748,47.020868,1,2,3,1,1,2,3,0,1
4749,26.739991,2,4,3,1,1,2,2,0,3
4750,27.133045,4,3,3,1,1,2,2,0,3
4751,45.547323,1,4,2,1,0,1,4,1,2
4752,26.310825,2,2,0.894603,1,0,2,4,0,1
4753,45.591406,4,4,4.828603,1,1,2,4,0,3
4754,22.699591,3,4,0.925477,1,1,3,3,0,1
4755,21.149286,4,4,3,1,1,2,4,0,3
4756,20.232945,3,2,1.462068,1,0,2,4,0,1
4757,21.705152,1,3,2,1,0,1,2,0,1
4758,22.547691,1,3,0.671243,1,1,2,4,0,1
4759,38.075912,4,4,3,0,0,3,4,0,2
4760,47.292018,4,4,3,1,1,3,4,0,2
4761,42.057763,3,4,8.434162,1,1,3,3,0,1
4762,33.333722,3,3,3,1,0,3,4,1,2
4763,35.536243,4,4,4.862737,1,1,2,4,0,2
4764,32.82078,4,4,2,0,1,1,3,0,3
4765,37.844563,4,4,6.655434,1,1,2,4,0,2
4766,28.727901,1,3,0.862612,1,1,3,2,0,1
4767,31.674359,4,4,3,1,0,1,2,1,3
4768,30.870419,2,4,4.22863,1,1,3,3,1,1
4769,38.711518,4,4,3,1,0,3,4,0,2
4770,26.29214,3,3,3,1,0,3,4,0,2
4771,22.538651,2,3,3,1,1,3,1,0,3
4772,26.667581,3,4,1.548732,1,1,1,3,0,1
4773,25.880011,4,4,3,1,1,2,4,0,1
4774,21.549217,4,4,2,1,1,1,4,0,3
4775,19.412755,4,4,0.64812,1,1,3,4,0,1
4776,44.788884,1,2,2,1,1,2,3,1,1
